"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","664","685","1","1093.158691","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","127","127","1","151.623367","0","127"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","45","45","1","53.852726","0","45"
"/Interchange/Materials/PhongSurfaceMaterial.PhongSurfaceMaterial","0","26","26","1","48.799500","0","26"
"/Interchange/Materials/DecalMaterial.DecalMaterial","0","79","79","1","141.148956","0","79"
"/Interchange/Materials/DecalMaterial.M_DatasmithDecal","0","79","79","1","0.000000","0","79"
"/Game/HorrorEngine/Materials/HE_MonitorScreen.HE_MonitorScreen","0","14","14","1","24.489799","0","14"
"/Game/HorrorEngine/Materials/HE_PortalAdd3.HE_PortalAdd3","0","24","24","1","212.860214","0","24"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","4","4","1","8.007481","0","4"
"/Game/HorrorEngine/Materials/HE_LockPanelButton.HE_LockPanelButton","0","30","30","1","62.787491","0","30"
"/Game/HorrorEngine/Materials/He_RampMaterial.He_RampMaterial","0","58","58","1","111.171989","0","58"
"/Game/HorrorEngine/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","23","23","1","48.312534","0","23"
"/Game/HorrorEngine/Textures/HUD/InventoryCapture_Mat.InventoryCapture_Mat","0","13","13","1","9.943852","0","13"
"/Game/HorrorEngine/Materials/HE_ControlScreen.HE_ControlScreen","0","46","46","1","90.237907","0","46"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","28","29","1","63.971897","0","29"
"/Game/HorrorEngine/Materials/HE_EmissiveText.HE_EmissiveText","0","28","29","1","53.918842","0","29"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","5","5","1","5.088606","0","5"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","5","5","1","3.099446","0","5"
"/Game/HorrorEngine/Materials/HE_Grid.HE_Grid","0","28","29","1","52.185623","0","29"
"/Game/HorrorEngine/Materials/HE_Candle.HE_Candle","0","23","23","1","49.056847","0","23"
"/Game/HorrorEngine/Materials/He_SatanDecal.He_SatanDecal","0","21","21","1","38.237747","0","21"
"/Game/HorrorEngine/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","23","23","1","59.027458","0","23"
"/Game/HorrorEngine/Materials/HE_MasterMaterial.HE_MasterMaterial","0","82","82","1","150.895905","0","82"
"/Game/HorrorEngine/Materials/HE_PaintingMaster.HE_PaintingMaster","0","23","23","1","46.419960","0","23"
"/Game/HorrorEngine/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","23","23","1","39.054821","0","23"
"/Game/HorrorEngine/Materials/HE_OldTv.HE_OldTv","0","23","23","1","44.199802","0","23"
"/Game/HorrorEngine/Materials/HE_Dirt.HE_Dirt","0","23","23","1","45.907558","0","23"
"/Game/HorrorEngine/Materials/HE_Glass.HE_Glass","0","37","37","1","179.364319","0","37"
"/Game/HorrorEngine/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","23","23","1","48.437878","0","23"
"/Game/HorrorEngine/Materials/HE_Space.HE_Space","0","6","6","1","6.112832","0","6"
"/Game/HorrorEngine/Materials/He_Tile.He_Tile","0","23","23","1","40.922970","0","23"
"/Game/HorrorEngine/Materials/HE_VhsPlayerPart.HE_VhsPlayerPart","0","35","35","1","159.322342","0","35"
"/Game/HorrorEngine/Materials/He_LogoDecalB.He_LogoDecalB","0","21","21","1","28.395609","0","21"
"/Game/HorrorEngine/Materials/HE_VhsPlayer.HE_VhsPlayer","0","48","48","1","87.055946","0","48"
"/Game/HorrorEngine/Materials/HE_Grass.HE_Grass","0","23","23","1","44.209286","0","23"
"/Game/HorrorEngine/Materials/He_LogoDecalW.He_LogoDecalW","0","23","23","1","33.045380","0","23"
"/Game/HorrorEngine/Materials/HE_Book.HE_Book","0","46","46","1","81.935410","0","46"
"/Game/FreeFurniturePack/Materials/M_Toilet.M_Toilet","0","23","23","1","39.972900","0","23"
"/Game/FreeFurniturePack/Materials/M_Classic_Picture.M_Classic_Picture","0","23","23","1","41.394688","0","23"
"/Game/FreeFurniturePack/Materials/M_Art_2.M_Art_2","0","23","23","1","40.503658","0","23"
"/Game/HorrorEngine/Materials/HE_Paper.HE_Paper","0","23","23","1","35.582634","0","23"
"/Engine/EditorMaterials/MatineeCam_mat.MatineeCam_mat","0","14","14","1","17.706810","0","14"
"/Game/HorrorEngine/Particles/Materials/M_smoke2_subUV.M_smoke2_subUV","0","11","11","1","10.023675","0","11"
"/Game/FreeFurniturePack/Materials/M_Modern_Bed_2.M_Modern_Bed_2","0","23","23","1","30.735197","0","23"
"/Game/HorrorEngine/Materials/HE_Moon.HE_Moon","0","23","23","1","40.479065","0","23"
"/Game/FreeFurniturePack/Materials/M_Bathtub.M_Bathtub","0","23","23","1","33.343063","0","23"
"/Game/FreeFurniturePack/Materials/M_Commode.M_Commode","0","23","23","1","35.912487","0","23"
"/Game/HorrorEngine/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","56","56","1","67.455635","0","56"
"/Game/MSPresets/M_MS_Default_Material/M_MS_Default_Material.M_MS_Default_Material","0","14","14","1","18.860590","0","14"
"/Game/HorrorEngine/Particles/Materials/M_radial_ramp.M_radial_ramp","0","14","14","1","12.757596","0","14"
"/Game/HorrorEngine/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","11","11","1","10.225453","0","11"
"/Game/HorrorEngine/Materials/He_Shot.He_Shot","0","21","21","1","27.999250","0","21"
"/Game/FreeFurniturePack/Materials/M_Classic_Commode.M_Classic_Commode","0","23","23","1","31.197701","0","23"
"/Game/FreeFurniturePack/Materials/M_Classic_Cupboard.M_Classic_Cupboard","0","14","14","1","2.370662","0","14"
"/Game/HorrorEngine/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","23","23","1","20.676767","0","23"
"/Game/HorrorEngine/Particles/Materials/M_Burst.M_Burst","0","17","17","1","16.819374","0","17"
"/Game/HorrorEngine/Materials/HE_Pistol.HE_Pistol","0","14","14","1","17.564327","0","14"
"/Game/HorrorEngine/Materials/HE_LighterFlame.HE_LighterFlame","0","59","62","1","65.866425","0","62"
"/Interchange/Materials/OrenNayerMaterial.OrenNayerMaterial","0","28","30","1","50.637585","0","30"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","0","12","12","1","13.524837","0","12"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","100","100","1","950.634277","0","100"
"/Interchange/Materials/LambertSurfaceMaterial.LambertSurfaceMaterial","0","26","26","1","43.878227","0","26"
"/Game/HorrorEngine/Media/TV_Media.Tv_Media","0","14","14","1","19.794559","0","14"
"/Game/HorrorEngine/Materials/HE_TvGlow.HE_TvGlow","0","180","180","4","97.038101","0","135"
"/Game/HorrorEngine/Media/VhsMedia.VhsMedia","0","14","14","1","0.000000","0","14"
"/Game/HorrorEngine/Materials/HE_VhsGlow.HE_VhsGlow","0","180","180","4","104.495529","0","135"
"/Game/MSPresets/M_MS_Billboard_Material/M_MS_Billboard_Material.M_MS_Billboard_Material","0","56","58","1","111.038437","0","58"
"/Game/FreeFurniturePack/Materials/MM_Modern_Sofa.MM_Modern_Sofa","0","23","23","1","43.086365","0","23"
"/Game/MSPresets/M_MS_Foliage_Material/M_MS_Foliage_Material.M_MS_Foliage_Material","0","28","29","1","48.310429","0","29"
"/Game/FreeFurniturePack/Materials/MM_Modern_Bed_pillows.MM_Modern_Bed_pillows","0","23","23","1","2.232889","0","23"
"/Interchange/gltf/M_Unlit.M_Unlit","0","112","116","6","160.312866","0","116"
"/Game/MSPresets/M_MS_Surface_Material/M_MS_Surface_Material.M_MS_Surface_Material","0","14","14","1","27.516506","0","14"
"/Game/FreeFurniturePack/Materials/MM_Modern_Bed.MM_Modern_Bed","0","23","23","1","48.286903","0","23"
"/Interchange/Materials/ThinTranslucentMaterial_SG.ThinTranslucentMaterial_SG","0","46","46","1","388.609314","0","46"
"/Interchange/Materials/SubsurfaceMaterial_SG.SubsurfaceMaterial_SG","0","26","26","1","52.421936","0","26"
"/Interchange/Materials/SheenMaterial_SG.SheenMaterial_SG","0","26","26","1","58.615807","0","26"
"/Interchange/Materials/PBRSurfaceMaterial_SG.PBRSurfaceMaterial_SG","0","26","26","1","53.690269","0","26"
"/Interchange/Materials/ClearCoatMaterial_MR.ClearCoatMaterial_MR","0","26","26","1","56.906593","0","26"
"/Interchange/Materials/ClearCoatMaterial_SG.ClearCoatMaterial_SG","0","26","26","1","57.453495","0","26"
"/Interchange/Materials/ThinTranslucentMaterial_MR.ThinTranslucentMaterial_MR","0","46","46","1","429.264526","0","46"
"/Interchange/Materials/SubsurfaceMaterial_MR.SubsurfaceMaterial_MR","0","26","26","1","53.642612","0","26"
"/Interchange/Materials/SheenMaterial_MR.SheenMaterial_MR","0","26","26","1","55.996803","0","26"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","56","58","1","144.792572","0","58"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","82","84","1","207.718216","0","84"
"/Interchange/Materials/PBRSurfaceMaterial_MR.PBRSurfaceMaterial_MR","0","26","26","1","52.956760","0","26"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","0","256","260","6","903.262512","0","260"
"/Interchange/gltf/M_Transmission.M_Transmission","0","96","96","2","1369.400879","0","96"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","0","256","260","6","795.855103","0","152"
"/Interchange/gltf/M_Default.M_Default","0","256","260","6","987.469055","0","260"
"/Game/HorrorEngine/Materials/He_Noise2.He_Noise2","0","29","29","1","58.102936","0","29"
"/Game/HorrorEngine/Materials/He_Noise.He_Noise","0","23","23","1","51.749462","0","23"
"/Game/HorrorEngine/Materials/He_VhsBlankScreen.He_VhsBlankScreen","0","14","14","1","28.754658","0","14"
"/Game/HorrorEngine/Materials/He_VhsBlankScreenGlow.He_VhsBlankScreenGlow","0","45","45","1","63.848450","0","45"
"/Game/HorrorEngine/Materials/He_NoiseGlow.He_NoiseGlow","0","45","45","1","64.353928","0","45"
"/Game/HorrorEngine/Materials/HE_Glitch.HE_Glitch","0","13","13","1","13.772835","0","13"
"/Interchange/gltf/M_Sheen.M_Sheen","0","256","260","6","819.554993","0","260"
"Globals","49","6358","0","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","4","4","1","5.313535","0","4"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","6","6","1","4.906599","0","6"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","6","6","1","3.735234","0","6"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","7","7","1","5.906372","0","7"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","4","4","1","4.317049","0","4"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","28","29","1","30.172613","0","29"
"/Game/HorrorEngine/Materials/HE_VhsGlow.HE_VhsGlow","49","244","244","4","52.276993","0","183"
"/Game/HorrorEngine/Materials/HE_TvGlow.HE_TvGlow","49","244","244","4","132.334717","0","183"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","49","264","268","6","357.970856","0","152"
"/Interchange/gltf/M_Default.M_Default","49","264","268","6","382.541382","0","268"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","49","26","26","1","34.208534","0","26"
"/Game/FreeFurniturePack/Materials/M_Chrome.M_Chrome","49","23","23","1","27.696022","0","23"
"/Game/HorrorEngine/Materials/HE_VhsPlayer.HE_VhsPlayer","49","48","48","1","63.543610","0","48"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","49","264","268","6","371.430634","0","268"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","96","96","1","220.972458","0","96"
"/Game/HorrorEngine/Materials/HE_SimpleColor.HE_SimpleColor","49","50","50","1","65.256317","0","50"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","58","60","6","52.064251","0","60"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","49","12","12","1","13.028360","0","12"
"/Interchange/gltf/M_Transmission.M_Transmission","49","96","96","2","460.064240","0","96"
"/Game/HorrorEngine/Materials/HE_Grass.HE_Grass","49","23","23","1","30.373049","0","23"
"/Game/HorrorEngine/Materials/He_LogoDecalW.He_LogoDecalW","49","23","23","1","25.774597","0","23"
"/Game/HorrorEngine/Materials/HE_Book.HE_Book","49","46","46","1","59.777950","0","46"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","100","100","1","345.822662","0","100"
"/Interchange/gltf/M_Sheen.M_Sheen","49","264","268","6","345.040985","0","268"
"/Game/HorrorEngine/Materials/He_Noise2.He_Noise2","49","29","29","1","36.691429","0","29"
"/Game/HorrorEngine/Materials/He_Noise.He_Noise","49","23","23","1","28.522669","0","23"
"/Game/HorrorEngine/Materials/He_VhsBlankScreen.He_VhsBlankScreen","49","14","14","1","16.974825","0","14"
"/Game/HorrorEngine/Materials/HE_Glitch.HE_Glitch","49","13","13","1","12.340308","0","13"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","9","9","1","5.168800","0","9"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","13","13","1","25.643805","0","13"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","5","5","1","2.482662","0","5"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","26","26","1","32.788780","0","26"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","14","14","1","15.028943","0","14"
"/Engine/VREditor/TransformGizmo/Main.Main","49","5","5","1","4.499959","0","5"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","5","5","1","2.897312","0","5"
"/Game/FreeFurniturePack/Materials/M_Toilet.M_Toilet","49","23","23","1","30.391726","0","23"
"/Game/FreeFurniturePack/Materials/M_Classic_Picture.M_Classic_Picture","49","23","23","1","30.251053","0","23"
"/Game/FreeFurniturePack/Materials/M_Art_2.M_Art_2","49","23","23","1","28.686363","0","23"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","61","61","1","53.956768","0","61"
"/Game/HorrorEngine/Materials/HE_Portal.HE_Portal","49","29","29","1","33.348717","0","29"
"/Game/HorrorEngine/Materials/HE_PortalAdd1.HE_PortalAdd1","49","24","24","1","96.538300","0","24"
"/Game/FreeFurniturePack/Materials/M_Bathtub.M_Bathtub","49","23","23","1","27.888264","0","23"
"/Game/FreeFurniturePack/Materials/M_Commode.M_Commode","49","23","23","1","28.581650","0","23"
"/Game/MSPresets/M_MS_Billboard_Material/M_MS_Billboard_Material.M_MS_Billboard_Material","49","60","62","1","75.648041","0","62"
"/Interchange/gltf/M_Unlit.M_Unlit","49","120","124","6","100.901016","0","124"
"/Game/HorrorEngine/Materials/HE_PortalAdd2.HE_PortalAdd2","49","24","24","1","94.246666","0","24"
"/Game/FreeFurniturePack/Materials/M_Modern_Bed_2.M_Modern_Bed_2","49","23","23","1","24.613136","0","23"
"/Game/HorrorEngine/Materials/HE_Moon.HE_Moon","49","23","23","1","28.735245","0","23"
"/Game/HorrorEngine/Particles/Materials/M_smoke2_subUV.M_smoke2_subUV","49","11","11","1","8.514073","0","11"
"/Game/MSPresets/M_MS_Foliage_Material/M_MS_Foliage_Material.M_MS_Foliage_Material","49","30","31","1","35.952518","0","31"
"/Game/FreeFurniturePack/Materials/MM_Modern_Sofa.MM_Modern_Sofa","49","23","23","1","28.346159","0","23"
"/Interchange/Materials/UnlitMaterial.UnlitMaterial","49","6","6","1","3.043993","0","6"
"/Game/HorrorEngine/Particles/Materials/M_smoke_subUV.M_smoke_subUV","49","56","56","1","57.764774","0","56"
"/Game/FreeFurniturePack/Materials/MM_Modern_Bed_pillows.MM_Modern_Bed_pillows","49","23","23","1","0.000000","0","23"
"/Game/FreeFurniturePack/Materials/MM_Modern_Bed.MM_Modern_Bed","49","23","23","1","29.047251","0","23"
"/Game/HorrorEngine/Materials/HE_Light.HE_Light","49","23","23","1","26.437466","0","23"
"/Interchange/Materials/LambertSurfaceMaterial.LambertSurfaceMaterial","49","26","26","1","30.862301","0","26"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","64","64","1","186.296524","0","64"
"/Game/HorrorEngine/Materials/HE_PaintingMaster.HE_PaintingMaster","49","23","23","1","27.173689","0","23"
"/Game/HorrorEngine/Media/TV_Media.Tv_Media","49","14","14","1","16.219456","0","14"
"/Game/MSPresets/M_MS_Surface_Material/M_MS_Surface_Material.M_MS_Surface_Material","49","14","14","1","16.468899","0","14"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","60","62","1","78.149071","0","62"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","64","64","1","173.252304","0","64"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","64","64","1","5.375515","0","64"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","28","28","1","33.759296","0","28"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","7","7","1","6.090995","0","7"
"/Game/MSPresets/M_MS_Default_Material/M_MS_Default_Material.M_MS_Default_Material","49","14","14","1","17.351824","0","14"
"/Game/FreeFurniturePack/Materials/M_Classic_Commode.M_Classic_Commode","49","23","23","1","25.108404","0","23"
"/Game/FreeFurniturePack/Materials/M_Classic_Cupboard.M_Classic_Cupboard","49","14","14","1","0.000000","0","14"
"/Game/HorrorEngine/Particles/Materials/M_radial_ramp.M_radial_ramp","49","14","14","1","10.083311","0","14"
"/Game/HorrorEngine/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","49","23","23","1","17.250359","0","23"
"/Game/HorrorEngine/Particles/Materials/M_Burst.M_Burst","49","17","17","1","12.929552","0","17"
"/Game/HorrorEngine/Materials/HE_Pistol.HE_Pistol","49","14","14","1","15.890731","0","14"
"/Game/HorrorEngine/Materials/HE_LighterFlame.HE_LighterFlame","49","59","62","1","54.425076","0","62"
"/Game/HorrorEngine/Particles/Materials/M_explosion_subUV.M_explosion_subUV","49","11","11","1","8.339549","0","11"
"/Game/HorrorEngine/Materials/He_Shot.He_Shot","49","21","21","1","23.926390","0","21"
"/Interchange/Materials/ThinTranslucentMaterial_SG.ThinTranslucentMaterial_SG","49","46","46","1","190.492462","0","46"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","86","88","1","108.675186","0","88"
"/Interchange/Materials/SubsurfaceMaterial_SG.SubsurfaceMaterial_SG","49","26","26","1","32.418316","0","26"
"/Interchange/Materials/SheenMaterial_SG.SheenMaterial_SG","49","26","26","1","32.409348","0","26"
"/Interchange/Materials/PBRSurfaceMaterial_SG.PBRSurfaceMaterial_SG","49","26","26","1","32.238136","0","26"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","5","5","1","2.651016","0","5"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","5","5","1","2.823129","0","5"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","17","18","1","20.729280","0","18"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","44","46","2","44.873287","0","46"
"/Interchange/Materials/OrenNayerMaterial.OrenNayerMaterial","49","28","30","1","42.922199","0","30"
"/Game/HorrorEngine/Media/VhsMedia.VhsMedia","49","14","14","1","0.000000","0","14"
"/Interchange/Materials/ClearCoatMaterial_SG.ClearCoatMaterial_SG","49","26","26","1","31.805244","0","26"
"/Interchange/Materials/ThinTranslucentMaterial_MR.ThinTranslucentMaterial_MR","49","46","46","1","188.195175","0","46"
"/Interchange/Materials/SubsurfaceMaterial_MR.SubsurfaceMaterial_MR","49","26","26","1","31.114899","0","26"
"/Interchange/Materials/SheenMaterial_MR.SheenMaterial_MR","49","26","26","1","31.003567","0","26"
"/Interchange/Materials/ClearCoatMaterial_MR.ClearCoatMaterial_MR","49","26","26","1","31.879745","0","26"
"/Interchange/Materials/PBRSurfaceMaterial_MR.PBRSurfaceMaterial_MR","49","26","26","1","30.914335","0","26"
"/Game/HorrorEngine/Materials/HE_Dirt.HE_Dirt","49","23","23","1","28.589333","0","23"
"/Game/HorrorEngine/Materials/He_Tile.He_Tile","49","23","23","1","27.632795","0","23"
"/Game/HorrorEngine/Materials/HE_VhsPlayerPart.HE_VhsPlayerPart","49","35","35","1","49.557999","0","35"
"/Game/HorrorEngine/Materials/HE_EmissiveText.HE_EmissiveText","49","30","31","1","33.087292","0","31"
"/Game/HorrorEngine/Materials/HE_Grid.HE_Grid","49","30","31","1","32.566051","0","31"
"/Game/HorrorEngine/Materials/HE_Candle.HE_Candle","49","23","23","1","27.764420","0","23"
"/Game/HorrorEngine/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","49","23","23","1","28.090357","0","23"
"/Game/HorrorEngine/Materials/HE_MasterMaterial.HE_MasterMaterial","49","82","82","1","91.370186","0","82"
"/Game/HorrorEngine/Materials/HE_OldTv.HE_OldTv","49","23","23","1","24.135920","0","23"
"/Game/HorrorEngine/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","49","23","23","1","27.476830","0","23"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","9","9","1","8.020504","0","9"
"/ControlRig/M_Manip.M_Manip","49","9","9","1","5.275310","0","9"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","5","5","1","3.817753","0","5"
"/Game/HorrorEngine/Materials/HE_Space.HE_Space","49","6","6","1","4.369761","0","6"
"/Game/HorrorEngine/Materials/HE_Glass.HE_Glass","49","37","37","1","51.931427","0","37"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","4","4","1","4.348222","0","4"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","7","7","1","5.492869","0","7"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","30","31","1","32.862019","0","31"
"/Game/HorrorEngine/Materials/He_SatanDecal.He_SatanDecal","49","21","21","1","23.399424","0","21"
